en,ja
[Energy] Scarlet Noble: Lemon,[エネルギー]紅男爵・ライム
[Energy] Scarlet Noble Special,[エネルギー]紅男爵・シークレット[Enerugi] Benidanjyaku - Shīkuretto
[Energy] Sharp Smile,[エネルギー]シャープスマイル
[Energy] TANKA: BBQ Flavor,[エネルギー]タンカー・焼肉味
Card,カードKādo
[Ether] Broken Chip,[エーテル]破損したチップ
[Ether] Collective Emblem,[エーテル]レゾサイン
[Ether] Cracked Drive,[エーテル]割れたディスク
[Ether] Depleted Battery,[エーテル]切れたバッテリー
[Ether] Deteriorating Filter,[エーテル]劣化したフィルター
[Ether] Faulty Jammer,[エーテル]壊れたジャミング装置
[Ether] Frozen Timer,[エーテル]止まったタイマー
[Ether] High-Efficiency Lightning Rod,[エーテル]高効率避雷針
[Ether] Invalid Adapter,[エーテル]壊れたアダプター
[Ether] Lightning Rod,[エーテル]避雷針
[Ether] Net Launcher,[エーテル]ネットランチャー
[Ether],[エーテル]
[Ether] Rusty W-Engine,[エーテル]錆びた音動機
[Ether] Scrap Amplifier,[エーテル]古びた増幅器
[Ether] Suppressive Bracelet,[エーテル]抑制ブレスレット
[Ether] Trashed Harpoon Gun,[エーテル]古びたスピアガン
[Ether] Unstable Tranquilizer,[エーテル]かく乱用麻酔弾
[Evelyn] Gilded Spiral Edge,[イヴリン]金メッキの刃
[Evelyn] Lethal Etiquette,[イヴリン]命取りの作法
[Evelyn] Rogue Flames,[イヴリン]暴走する焔影
[Fine] Burlap,[良品]粗麻
[Fine] Cast Iron,[良品]鋳鉄
[Fine] Fine Thread,[良品]精密糸
[Fine] Mild Ether Crystal,[良品]穏やかなエーテル結晶
[Fine] Mordant,[良品]媒染剤
[Fine] Porcelume Ore,[良品]輝磁粗鉱
[Fine] Pure Ether Crystal,[良品]精製エーテル結晶
[Fine] Raw Iron,[良品]銑鉄
[Fine] Refined Porcelume Ore,[良品]輝磁精鉱
[Fine] Silk,[良品]絹布
[Freeze] Collective Emblem,[凍結]レゾサイン
[Freeze] Cutie Cold Pack,[凍結]かわいい冷感パッド
[Freeze] Freezing Gloves,[凍結]氷触グローブ
[Freeze] Freezing Gun,[凍結]氷柱銃
[Freeze] Freezing Spray,[凍結]瞬間冷却スプレー
[Freeze] Ice Bag,[凍結]アイスパック
[Freeze] Ice Bucket,[凍結]高級アイスペール
[Freeze] Ice Cube Tray,[凍結]アイスボールメーカー
[Freeze] Ice Flask,[凍結]氷温瓶
[Freeze] Ice Maker,[凍結]かき氷機
[Freeze] Ice Shaver,[凍結]手動かき氷機
[Freeze] Icicle Shooter,[凍結]氷柱発射器
[Freeze] Portable Cooler,[凍結]クーラーボックス
[Freeze] Portable Ice Maker,[凍結]携帯用アイスメーカー
[Freeze],[凍結]
[General] Antique Pocket Watch,[汎用]古い懐中時計
[General] Aromatic Candle,[汎用]アロマキャンドル
[General] BUG Shield,[汎用]バグシールド
[General] Bag of Salt,[汎用]袋いっぱいの塩
[General] Band-Aid,[汎用]絆創膏
[General] Basketball Tactical Board,[汎用]バスケの作戦ボード
[General] Best Man's Bowtie,[汎用]アッシャーの蝶ネクタイ
[General] Bomb Difuser,[汎用]ディフューザー
[General] Bubble Gun,[汎用]シャボン玉銃
[General] Cat Comb,[汎用]猫用ブラシ
[General] Cleavers,[汎用]出刃包丁
[General] Concentration Pills,[汎用]集中錠剤
[General] Demolition Hammer,[汎用]破砕槌
[General] Disposable Gloves,[汎用]使い捨て手袋
[General] Dog Tags,[汎用]ドッグタグ
[General] Duel Invitation,[汎用]決闘の果たし状
[General] Eerie Mask,[汎用]怪奇劇の鬼面
[General] Energy Restorer MKI,[汎用]エネルギー回復装置Ⅰ型
[General] Energy Restorer MKII,[汎用]エネルギー回復装置Ⅱ型
[General] Eternal Starlight,[汎用]エターナルスターライト
[General] Falling Starsea Armor,[汎用]デストロイアーマー
[General] Fruit Peeler,[汎用]ピーラー
[General] General File,[汎用]一般ファイル
[General] Guide's Flag,[汎用]ツアーガイドの手旗
[General] Hammer Drill,[汎用]振動ドリル
[General] Heavy Knives,[汎用]中華包丁
[General] Hero's Cape,[汎用]勇者のマント
[General] Insect Catalog,[汎用]昆虫図鑑
[General] Insecticide,[汎用]強力殺虫剤
[General] Kettle,[汎用]電気ポット
[General] Like & Subscribe Gun,[汎用]いいね銃
[General] Lucky Stars,[汎用]ラッキースター
[General] Miracle Starlight,[汎用]ミラクルスターライト
[General] Moisturizing Mask,[汎用]保湿パック
[General] Mosquito Swatter,[汎用]蚊取りラケット
[General] Multi-Functional Army Knife,[汎用]アーミーナイフ
[General] Plant Catalog,[汎用]植物図鑑
[General] Radiant Starlight,[汎用]ラディアントスターライト
[General],[汎用]
[General] Rusted Shackles,[汎用]錆びた枷
[General] Sashimi Knives,[汎用]刺身包丁
[General] Scarlet Goblet,[汎用]深紅のグラス
[General] Secret File,[汎用]秘密ファイル
[General] Stimulant,[汎用]リミットブレイカー
[General] Sword Catalog,[汎用]名刀図鑑
[General] Three Glass Marbles,[汎用]ビー玉・3つ
[General] Tri-End Toy Stethoscope,[汎用]おもちゃの聴診器
[General] Tripartite Battle Spinner,[汎用]3面バトルスピナー
[General] Ultra Sacred Sword of Radiance,[汎用]ウルトラセイバー
[General] Untitled Book,[汎用]名もなき本
[General] Water Gun,[汎用]水鉄砲
[General] Wooden Slingshot,[汎用]枯れ枝のパチンコ
[General] Zoom Lens,[汎用]ズームレンズ
[Ghost Story] Phantom Town,【怪談】幽霊町
[Ghost Story] The Ore Spirit and the Mind-Reading Monster,【怪談】ジェムゴーレムとマインドリーダー
[Gossip] What's the deal with Belobog Industries?,【ゴシップ】白祇重工って、昔なにかやらかしたのかい？
[HELP] Anyone opened this model of supply box before?,【助け求む】この型番のサプライボックス、開けられる奴はいるか？
[HELP] I Saw My Deceased Family Member in the Miasma...,【助け求ム】ミアズマから亡くなった家族が出てきた…
[Hehe] Surgery tomorrow. Good vibes in need,【えへへ】明日手術、応援求む
[Help] Can anyone take me inside the Ballet Twins?,【助け求む】バレエツインズに連れて行ってくれないか？
[Help] Emergency Search!,【助け求む】大至急！人を探しています！
"[Hollow] ""The Town""",[ホロウ]「町」
[Hollow] Aerospace City,[ホロウ]航空宇宙開発区[Horō] Kōkū Uchū Kaihatsuku
[Hollow] Aerospace Station,[ホロウ]航空宇宙科学ステーション
[Hollow] Bangboo Pillow,[ホロウ]ボンプの抱き枕
[Hollow] Battle Spinner,[ホロウ]バトルコマ
[Hollow] Ben's Assistance,[ホロウ]ベンも手伝いに来た
[Hollow] Bubble Gun,[ホロウ]シャボン玉マシーン
[Hollow] Carefree Apartments,[ホロウ]のんびりアパート
[Hollow] Casino Banknote,[ホロウ]紙幣チップ
[Hollow] Cat Ears Headset,[ホロウ]猫耳ヘッドホン
[Hollow] Central Production Area,[ホロウ]中央製造区
[Hollow] Coin Collection,[ホロウ]コインアルバム
[Hollow] Community Shipping Depot,[ホロウ]コミュニティ物流ステーション
[Hollow] Deluxe Surprise Box,[ホロウ]厳選ブラインドボックス
[Hollow] Exclusive Card Pack,[ホロウ]秘蔵版カードパック
[Hollow] Expired VIP Card,[ホロウ]期限切れの会員カード
[Hollow] Explosion-Proof Structure,[ホロウ]爆破遮断型構築
[Hollow] Former Employee Community,[ホロウ]労働者団地跡地
[Hollow] Former Research Center,[ホロウ]科学研究院跡地
[Hollow] Funny Alarm,[ホロウ]オモシロ目覚まし時計
[Hollow] Giveaway CD,[ホロウ]付録CD
[Hollow] Glass Marbles,[ホロウ]ビー玉
[Hollow] Grace's Bomb Defuser,[ホロウ]グレースのディフューザー
[Hollow] Herbarium,[ホロウ]植物標本図鑑
[Hollow] Hollow Robot,[ホロウ]ホロウロボット
[Hollow] Insect Catalog,[ホロウ]昆虫図鑑
[Hollow] Jackbox Bomb,[ホロウ]ビックリ爆弾箱
[Hollow] Kaleido Flashlight,[ホロウ]カラフルな懐中電灯
[Hollow] Koleda's Demolition Hammer,[ホロウ]クレタの破砕槌
[Hollow] Lucky Cat,[ホロウ]招き猫
[Hollow] Lucky Stars,[ホロウ]ラッキースター
[Hollow] Mini Punch Bag,[ホロウ]ミニサンドバッグ
[Hollow] Nameless Book,[ホロウ]名もなき本
[Hollow] Old Building Complex,「ホロウ」旧建築群
[Hollow] Ordinary Card Pack,[ホロウ]通常版カードパック
[Hollow] Paper Airplane,[ホロウ]紙ひこうき
[Hollow] Paper Crane,[ホロウ]千羽鶴
[Hollow] Piggy bank,[ホロウ]ブタの貯金箱
[Hollow] Power Hook,[ホロウ]超強力フック
[Hollow],[ホロウ][Horō]
[Hollow] Rough Machining Center,[ホロウ]粗加工センター
[Hollow] Security Scanner,[ホロウ]保安検査探知器
[Hollow] Spray Paint,[ホロウ]スプレー缶
[Hollow] Sword Catalog,[ホロウ]名刀図鑑
[Hollow] Timesworn Hills,[ホロウ]昔日の丘
[Hollow] Toy Ambulance,[ホロウ]おもちゃの救急車
[Hollow] Toy Castle,[ホロウ]お城の積み木
[Hollow] Toy Laser Blade,[ホロウ]おもちゃのレーザーソード
[Hollow] Toy Stethoscope,[ホロウ]おもちゃの聴診器
[Hollow] Toy Trumpet,[ホロウ]おもちゃのラッパ
[Hollow] Water Gun,[ホロウ]水鉄砲
[Hoshimi Miyabi] Autumn Rain's Echo,[星見雅]秋水回鳴
[Hoshimi Miyabi] Frost Inferno,[星見雅]霜炎烈灼
[Hoshimi Miyabi] Reflections and Shadows,[星見雅]鏡花、影に潜む
[Identity] Base,「恒等式」-本格
[Identity] Inflection,「恒等式」-変格
[Ignite] Blowtorch,[着火]火槍バーナー
[Ignite] Camping Stove,[着火]カセットコンロ
[Ignite] Collective Emblem,[着火]レゾサイン
[Ignite] Deluxe Lighter,[着火]豪奢ライター
[Ignite] Electric BBQ Grill,[着火]電気BBQグリル
[Ignite] Electric Torch,[着火]電子トーチ
[Ignite] Flamethrower,[着火]怒炎放射器
[Ignite] Kerosene Lamp,[着火]灯油ランプ
[Ignite] Molotov Cocktail,[着火]火炎瓶
[Ignite] Molten Gloves,[着火]熔炎グローブ
[Ignite] Pulse Igniter,[着火]パルス点火装置
[Ignite],[着火]
[Ignite] Solid Alcohol,[着火]固形アルコール
[Ignite] Top-Notch Charcoal,[着火]果樹の木炭
[Ignite] Vintage Matchbox,[着火]古いマッチ箱
"[Important] Investigator Training Program Now Open for Enrollment! Also: Looking to buy combat video recordings inside the Hollow, name your price",【重要】調査員予備校、受講生を絶賛募集中！PS：授業用のホロウ内実戦ビデオ買い取ります
[Info] Alliance Between Giants? Section 6's Assistance in VR System Development.,【情報】最強タッグ結成？対ホロウ6課バーチャルリアリティシステムの開発協力
[Info] Confirmed: New Astra Yao Live Album,【情報】アストラのライブアルバム、リリース決定
[Info] Did Waifei Peninsula mess up AGAIN!?,【情報】衛非地区でまーた何かあったってマ？？
[Info] New Job Opportunities for Non-Citizens in Faunus Quarter,【情報】ファヌス区で非市民の雇用枠拡大
[Info] Porcelumex to Launch Waifei Peninsula Security Investigation,【情報】ポーセルメックスが衛非地区の安全調査を開始予定
[Info] Proxy Must-Knows: Carrots,【豆知識】プロキシの一般教養——「キャロット」編
[Info] Public Security's safety lecture is a success. All seats were filled.,【情報】治安局の安全講習、無事に満員御礼で開催
[Inquiry] What do people think of the Hollow Raiders' Ballet Twins Day Trip Adventure?,【質問】ホロウレイダー主催のバレエツインズ日帰りツアーってどう？
[Intel] Attack at the Old Capital Plaza,【情報】旧都の広場で襲撃事件発生
[Intel] Bringer's out of the picture!,【情報】ブリンガーが出て行った！
[Intel] Change in Activity: Lemnian Hollow,【有力情報】ラマニアンホロウの活性に変化！
[Intel] Enhanced security measures at the entrance and exit of the city,【情報】市内出入のセキュリティ対策強化
[Intel] Have You Heard About That Ghost Ship of Legend...?,【情報】幽霊船のうわさを聞いたことがある人ー？
[Intel] Something's going down in Waifei Peninsula,【情報】衛非地区で何かあったみたい
[Intel] The death of Bringer,【情報】ブリンガーの死
[Intel] This Year's Yearlight Is on the River?,【情報】今年の華歳の灯がなんと川の上に？
[Intel] Waifei Peninsula again... This time it's a protest against TOPS!,【情報】また衛非地区に事件！今度はTOPSへの抗議活動だって！
[Intel] Word is they're planning a beach music festival here!,【情報】ここでビーチフェスが開催されるらしい！
[Intel] Word on the street is that the Exaltists are behind it all!,【情報】黒幕は讃頌会らしいぞ！
[Jane] Encircle and Hunt,[ジェーン]追い立てる時間
[Jane] Phantasm Strike,[ジェーン]幽影の奇襲
[Jane] Playful Pursuit,[ジェーン]あざ笑う追跡劇
[Ju Fufu] Call of Wind and Thunder,[橘福福]「風雷」の音
[Ju Fufu] Mountain King Banishes Evil,[橘福福]退魔の猛虎
[Ju Fufu] Tiger Spirit Talisman,[橘福福]霊符・虎魂
[Legal Help] I got a cleaning lady but she injured three home invaders,【法律相談】家に呼んだお手伝いさんが不法侵入者3人を怪我させました
[Lucia] Dream Surge,[リュシア]遡る夢の奔流
[Lucia] Full Nocturne,[リュシア]行きわたる夜の息吹
[Lucia] Spectral Focus,[リュシア]集いし幽々しき魂
[Lunar] Decrescent,「月相」-晦
[Lunar] Noviluna,「月相」-朔
[Lunar] Pleniluna,「月相」-望
[Magnetic Storm] Alpha,「磁気嵐」-壱式
[Magnetic Storm] Bravo,「磁気嵐」-弐式
[Magnetic Storm] Charlie,「磁気嵐」-参式
[Mobile] Carousel,[持ち遊び]メリーゴーラウンド
[Mobile] Energy-Saving Vehicle,[持ち遊び]省エネ型乗り物
[Mobile] Hurricane Swing,[持ち遊び]回転ブランコ
[Mobile] Inflatable Swimming Ring,[持ち遊び]浮き輪
[Mobile] Kids' Lunchbox,[持ち遊び]子ども用お弁当箱
[Mobile] Mighty Fists,[持ち遊び]パンチのあるパンチ
[Mobile],[持ち遊び]
No Match Found,「該当する人物なし」
[Notice] Beginner's Guide to the Hollows: Always watch out for unknown Ethereals,【告知】ホロウ初心者向けガイド：見知らぬエーテリアスにご注意ください
[Notice] Beginner's Guide to the Hollows: Distinguishing between friend and foe in the Hollows,【告知】ホロウ初心者向けガイド：ホロウにおける友と敵
[Notice] Beginner's Guide to the Hollows: How to Modify Your Bangboo,【告知】ホロウ初心者向けガイド：ボンプの改造について
[Notice] Beginner's Guide to the Hollows: Keep an eye on your Ether aptitude,【告知】ホロウ初心者向けガイド：エーテル適性にご注目
[Notice] Beginner's Guide to the Hollows: Selecting the right workplace,【告知】ホロウ初心者向けガイド：自分に合った仕事場を選びましょう
[Notice] Public Security Launches Awareness Campaign,【情報】治安局が宣伝イベントを開催予定
"[Notice] The results of the 3rd ""Tin Master Championships"" are in!",【雑談】第三回「マスター・ティン・チャンピオン決定戦」結果発表！
[Notice] The upcoming election is approaching. Please remain quiet!,【通知】市政選挙の日が近づいています。軽率な発言は控えるようにしましょう！
[Notice] Welcome to Inter-Knot!,【告知】インターノットへようこそ！
[Onslaught] Circular Saw,[強襲]丸ノコ
[Onslaught] Claw Hammer,[強襲]釘抜き
[Onslaught] Collective Emblem,[強襲]レゾサイン
[Onslaught] Gardening Shears,[強襲]剪定ばさみ
[Onslaught] Lightweight Wrench,[強襲]小型スパナ
[Onslaught] Lumber Axe,[強襲]伐採用斧
[Onslaught] Pitchfork,[強襲]ピッチフォーク
[Onslaught] Pneumatic Drill,[強襲]インパクトドリル
[Onslaught] Pointed Shovel,[強襲]シャベル
[Onslaught],[強襲]
[Onslaught] Roller Brush,[強襲]ローラー刷毛
